location_name,count,max temp,mean temp,min temp,snow on grnd (cm),total precip (mm),total rain (mm),total snow (cm),date
SOMO,50,0.5,-2.0,-4.5,24.0,0.2,0.2,0.0,2017-01-18
ADAWE BIKE,2752,21.0,17.8,14.5,0.0,11.6,11.6,0.0,2018-06-13
OYNG,19,-8.0,-10.8,-13.6,36.0,0.0,0.0,0.0,2015-02-25
OBVW,631,20.0,14.9,9.7,0.0,7.1,7.1,0.0,2014-05-09
OYNG,379,13.4,7.0,0.5,0.0,32.4,32.4,0.0,2015-10-28
PORTAGE,1013,25.5,19.6,13.7,0.0,11.2,11.2,0.0,2013-08-12
LMET,80,-5.5,-8.8,-12.0,12.0,0.0,0.0,0.0,2018-01-29
COBY,96,-2.0,-4.0,-6.0,9.0,0.2,0.0,0.2,2014-12-13
COBY,49,-4.5,-10.3,-16.0,40.0,4.4,0.0,4.4,2013-01-06
ALEX,0,18.9,15.8,12.6,0.0,20.2,20.2,0.0,2010-06-16
ADAWE BIKE,2413,27.0,19.8,12.5,0.0,0.0,0.0,0.0,2017-09-15
OYNG,3,-4.0,-9.8,-15.5,44.0,0.0,0.0,0.0,2014-02-15
LLYN,995,27.0,22.4,17.8,0.0,11.0,11.0,0.0,2011-07-29
SOMO,22,-2.3,-10.2,-18.1,38.0,0.0,0.0,0.0,2014-03-24
PORTAGE,128,14.9,9.2,3.5,0.0,0.0,0.0,0.0,2015-11-03
COBY,1313,19.7,15.3,10.8,0.0,0.0,0.0,0.0,2013-06-03
LLYN,1324,17.2,14.2,11.1,0.0,0.8,0.8,0.0,2014-10-08
ALEX,9,0.7,-4.1,-8.9,9.0,0.0,0.0,0.0,2011-12-26
ALEX,1067,5.5,1.8,-2.0,0.0,0.4,0.0,0.4,2014-11-08
LMET,593,11.4,6.7,1.9,0.0,0.0,0.0,0.0,2013-05-13
ALEX,2170,23.5,17.0,10.5,0.0,0.0,0.0,0.0,2018-06-09
OGLD,202,24.9,14.0,3.1,0.0,6.2,6.2,0.0,2014-04-14
LBAY,272,33.6,27.8,21.9,0.0,0.0,0.0,0.0,2012-07-17
COBY,807,24.9,14.0,3.1,0.0,6.2,6.2,0.0,2014-04-14
ORPY,0,-3.7,-10.1,-16.4,36.0,0.0,0.0,0.0,2014-02-03
COBY,64,-12.0,-14.8,-17.5,20.0,0.4,0.0,0.8,2013-02-02
ADAWE BIKE,1275,34.5,26.8,19.0,0.0,2.2,2.2,0.0,2018-07-16
OGLD,1463,15.0,12.8,10.5,0.0,1.8,1.8,0.0,2018-06-05
ORPY,1395,13.0,8.0,3.0,0.0,0.0,0.0,0.0,2016-05-16
OBVW,510,24.9,14.9,4.9,0.0,0.0,0.0,0.0,2013-09-19
ADAWE BIKE,2222,28.0,22.3,16.5,0.0,9.6,9.6,0.0,2017-08-21
ADAWE BIKE,601,7.0,1.5,-4.0,0.0,0.0,0.0,0.0,2016-04-13
ORPY,0,-5.4,-12.5,-19.6,21.0,0.0,0.0,0.0,2011-02-03
LBAY,0,27.2,20.6,14.0,0.0,5.8,5.8,0.0,2011-07-08
LMET,378,-2.0,-5.8,-9.6,2.0,0.0,0.0,0.0,2014-11-21
ADAWE BIKE,155,7.0,-2.3,-11.5,18.0,0.0,0.0,0.0,2017-03-19
LLYN,16,-4.7,-10.0,-15.2,37.0,0.0,0.0,0.0,2014-02-04
LLYN,873,24.0,19.4,14.8,0.0,2.3,2.3,0.0,2011-08-10
COBY,2081,19.0,15.0,11.0,0.0,1.6,1.6,0.0,2017-06-27
SOMO,206,24.2,18.6,12.9,0.0,3.0,3.0,0.0,2015-06-30
COBY,1238,29.4,22.2,14.9,0.0,0.0,0.0,0.0,2010-08-10
OYNG,8,-2.0,-4.0,-6.0,9.0,0.2,0.0,0.2,2014-12-13
COBY,1118,22.0,17.3,12.5,0.0,0.0,0.0,0.0,2018-06-25
LLYN,679,9.4,5.2,0.9,0.0,0.2,0.2,0.0,2015-12-09
CRTZ,2482,25.0,17.5,10.0,0.0,2.2,2.2,0.0,2016-06-01
CRTZ,143,-0.5,-3.0,-5.5,0.0,0.0,0.0,0.0,2011-12-10
ADAWE PED,743,4.0,1.4,-1.2,18.0,0.0,0.0,0.0,2016-03-11
LLYN,841,18.0,14.1,10.1,0.0,0.0,0.0,0.0,2012-03-23
COBY,468,15.2,12.9,10.5,0.0,5.5,5.5,0.0,2011-10-15
LBAY,659,21.2,17.0,12.7,0.0,0.0,0.0,0.0,2012-06-13
LBAY,70,-6.3,-9.2,-12.0,23.0,0.6,0.0,1.0,2012-01-30
OGLD,1200,25.0,18.0,11.0,0.0,6.8,6.8,0.0,2017-05-28
ORPY,0,1.5,1.0,0.5,15.0,10.7,0.0,10.0,2010-02-24
ORPY,386,-0.7,-2.0,-3.2,0.0,0.0,0.0,0.0,2014-11-26
OGLD,834,10.5,9.3,8.0,0.0,0.0,0.0,0.0,2017-10-11
LMET,1966,20.7,14.2,7.6,0.0,0.0,0.0,0.0,2015-05-01
SOMO,102,7.5,6.3,5.0,0.0,4.8,4.8,0.0,2017-11-25
OGLD,1254,26.0,23.0,20.0,0.0,0.0,0.0,0.0,2017-07-27
ORPY,987,7.8,5.4,3.0,0.0,0.8,0.8,0.0,2013-10-27
LBAY,665,20.3,12.7,5.0,0.0,0.0,0.0,0.0,2013-05-17
ALEX,627,27.3,22.5,17.6,0.0,0.0,0.0,0.0,2014-06-26
COBY,127,-3.4,-5.7,-7.9,9.0,1.2,0.0,1.2,2016-02-10
ORPY,0,6.8,1.7,-3.5,45.0,0.0,0.0,0.0,2013-03-10
ORPY,0,5.3,-1.4,-8.1,16.0,0.4,0.4,0.0,2011-03-15
COBY,74,-3.0,-8.5,-14.0,51.0,10.6,0.0,16.0,2017-02-14
OGLD,948,16.0,7.8,-0.5,0.0,0.0,0.0,0.0,2017-10-17
CRTZ,9,-13.0,-14.5,-16.0,21.0,0.0,0.0,0.0,2017-12-26
PORTAGE,1945,12.5,11.5,10.4,0.0,0.0,0.0,0.0,2013-09-13
CRTZ,107,9.8,6.4,2.9,0.0,0.0,0.0,0.0,2012-04-25
OGLD,397,23.5,18.6,13.6,0.0,0.0,0.0,0.0,2015-08-05
SOMO,452,26.0,22.5,19.0,0.0,17.6,17.6,0.0,2017-08-22
OGLD,77,-6.0,-10.5,-15.0,23.0,0.4,0.0,0.6,2017-02-02
PORTAGE,899,24.5,18.9,13.2,0.0,0.0,0.0,0.0,2013-08-06
ADAWE PED,951,0.5,-1.5,-3.5,0.0,0.0,0.0,0.0,2017-12-08
SOMO,141,15.0,7.1,-0.9,0.0,0.0,0.0,0.0,2013-05-14
LMET,350,17.0,10.5,4.0,0.0,0.0,0.0,0.0,2018-04-30
OGLD,76,-6.0,-12.8,-19.5,28.0,0.0,0.0,0.0,2018-02-08
OBVW,0,-8.9,-13.3,-17.7,26.0,10.0,0.0,10.0,2016-03-01
ORPY,2146,20.5,14.5,8.4,0.0,0.0,0.0,0.0,2013-06-19
OGLD,1,-3.1,-4.1,-5.1,20.0,9.0,0.0,11.5,2013-12-20
SOMO,100,3.0,1.5,0.0,0.0,0.0,0.0,0.0,2018-04-19
ALEX,1895,16.4,13.1,9.8,0.0,6.4,6.4,0.0,2012-05-08
ORPY,0,3.7,0.6,-2.6,0.0,0.3,0.0,0.5,2015-04-08
LBAY,562,34.2,28.7,23.1,0.0,0.0,0.0,0.0,2012-06-21
OGLD,1299,28.0,22.3,16.5,0.0,9.6,9.6,0.0,2017-08-21
ADAWE PED,1179,-3.0,-6.3,-9.5,15.0,0.0,0.0,0.0,2018-11-21
ALEX,2685,26.5,19.0,11.5,0.0,0.0,0.0,0.0,2016-07-20
ORPY,0,16.8,10.8,4.8,0.0,0.0,0.0,0.0,2015-04-14
COBY,202,2.5,-3.4,-9.2,1.0,0.0,0.0,0.0,2011-12-03
LLYN,30,-9.5,-17.0,-24.5,35.0,2.3,0.0,3.2,2013-01-03
LMET,292,7.5,6.3,5.0,0.0,4.8,4.8,0.0,2017-11-25
OBVW,1128,27.0,23.8,20.5,0.0,3.0,3.0,0.0,2017-06-19
ADAWE PED,760,5.0,3.0,1.0,18.0,4.6,2.4,2.0,2017-03-01
ALEX,768,15.2,11.5,7.7,0.0,0.0,0.0,0.0,2012-09-23
ALEX,458,11.5,8.3,5.0,0.0,0.0,0.0,0.0,2017-04-22
LBAY,703,24.6,19.0,13.3,0.0,0.0,0.0,0.0,2013-10-02
CRTZ,565,15.1,12.7,10.3,0.0,1.8,1.8,0.0,2013-04-29
ADAWE BIKE,1897,11.0,8.8,6.5,0.0,0.0,0.0,0.0,2018-10-12
LMET,354,9.7,2.4,-5.0,16.0,0.0,0.0,0.0,2016-03-12
ADAWE PED,3161,25.0,23.0,21.0,0.0,0.0,0.0,0.0,2017-06-13
ORPY,3074,25.0,16.7,8.3,0.0,0.0,0.0,0.0,2015-06-20
PORTAGE,351,-0.4,-2.0,-3.5,0.0,0.0,0.0,0.0,2015-12-19
OBVW,25,0.1,-4.9,-9.8,0.0,0.0,0.0,0.0,2016-03-19
CRTZ,1011,15.2,13.1,11.0,0.0,0.0,0.0,0.0,2015-10-06
LLYN,1913,23.2,17.6,11.9,0.0,0.0,0.0,0.0,2014-07-24
ALEX,379,12.3,4.4,-3.6,14.0,2.6,2.6,0.0,2015-04-02
PORTAGE,828,21.1,16.7,12.2,0.0,5.1,5.1,0.0,2015-09-28
LBAY,479,15.6,11.3,7.0,0.0,0.3,0.3,0.0,2011-10-18
OBVW,878,32.0,22.3,12.5,0.0,0.0,0.0,0.0,2016-07-05
ALEX,645,10.0,5.0,0.0,0.0,0.0,0.0,0.0,2013-11-15
PORTAGE,568,9.8,6.2,2.5,0.0,0.6,0.6,0.0,2015-04-22
ORPY,4842,27.7,20.6,13.5,0.0,8.2,8.2,0.0,2014-07-12
LMET,2918,21.0,15.5,10.0,0.0,0.0,0.0,0.0,2016-06-13
ALEX,17,-5.0,-8.5,-12.0,24.0,0.0,0.0,0.0,2017-02-01
CRTZ,2689,29.0,21.5,14.0,0.0,0.0,0.0,0.0,2017-08-01
ALEX,1430,30.3,25.8,21.2,0.0,7.2,7.2,0.0,2011-09-03
COBY,0,-1.3,-3.6,-5.9,10.0,0.0,0.0,0.5,2010-01-27
ORPY,863,24.0,19.3,14.5,0.0,15.0,15.0,0.0,2017-08-12
SOMO,806,26.0,20.0,14.0,0.0,0.0,0.0,0.0,2016-09-19
OBVW,225,14.3,12.3,10.2,0.0,0.0,0.0,0.0,2013-10-18
OGLD,47,5.5,0.5,-4.5,0.0,7.2,0.0,7.0,2018-11-12
SOMO,686,22.0,17.4,12.8,0.0,4.4,4.4,0.0,2013-07-29
SOMO,78,3.0,0.8,-1.5,15.0,7.6,7.6,0.0,2017-03-27
ADAWE BIKE,141,-1.0,-3.5,-6.0,12.0,0.0,0.0,0.0,2018-02-22
OBVW,3,,,,,,,,2017-12-27
LMET,3062,21.0,14.5,8.0,0.0,0.0,0.0,0.0,2017-05-16
ORPY,2693,20.5,15.3,10.0,0.0,0.0,0.0,0.0,2016-05-19
OBVW,0,-3.0,-8.5,-14.0,7.0,2.8,0.0,3.0,2015-01-11
ORPY,0,-6.0,-10.1,-14.1,0.0,0.0,0.0,0.0,2014-12-31
CRTZ,2534,28.0,22.3,16.5,0.0,9.6,9.6,0.0,2017-08-21
LMET,71,1.2,-0.2,-1.5,14.0,0.0,0.0,0.0,2013-12-03
LLYN,1806,22.0,18.0,14.0,0.0,0.0,0.0,0.0,2013-08-23
OBVW,1189,23.0,18.8,14.5,0.0,0.0,0.0,0.0,2017-06-21
LLYN,627,16.8,12.7,8.5,0.0,0.0,0.0,0.0,2014-09-30
ORPY,698,15.0,10.5,6.0,0.0,0.2,0.2,0.0,2013-04-16
OBVW,153,1.5,-1.5,-4.5,11.0,0.8,0.0,2.0,2018-11-17
SOMO,36,0.0,-2.5,-5.0,5.0,3.6,0.0,3.8,2016-11-24
ALEX,2342,27.7,22.5,17.3,0.0,0.0,0.0,0.0,2011-07-19
ORPY,1904,18.1,11.2,4.2,0.0,0.0,0.0,0.0,2010-04-21
LLYN,495,9.3,5.4,1.5,0.0,0.0,0.0,0.0,2015-12-06
LLYN,31,-15.5,-18.7,-21.8,29.0,0.9,0.0,1.0,2013-12-31
COBY,747,12.5,8.8,5.0,0.0,22.4,22.4,0.0,2016-10-20
OYNG,17,-0.2,-6.6,-13.0,10.0,1.2,1.0,0.6,2015-01-04
ADAWE PED,1870,27.5,18.3,9.0,0.0,0.0,0.0,0.0,2018-06-12
LBAY,52,-14.4,-18.7,-23.0,28.0,0.0,0.0,0.0,2013-01-25
ALEX,0,14.5,12.0,9.5,0.0,3.4,3.4,0.0,2010-06-06
ALEX,2354,30.0,22.1,14.2,0.0,1.2,1.2,0.0,2013-05-30
SOMO,70,,,,,,,,2018-02-18
ADAWE PED,677,1.0,-2.8,-6.5,20.0,2.0,2.0,0.0,2017-03-26
COBY,20,1.0,-4.8,-10.5,10.0,0.8,0.8,0.0,2012-01-07
ALEX,0,5.3,-1.4,-8.1,16.0,0.4,0.4,0.0,2011-03-15
COBY,18,-8.5,-15.9,-23.2,19.0,0.6,0.0,1.5,2013-02-05
LLYN,171,-8.0,-12.3,-16.5,30.0,0.0,0.0,0.0,2013-02-16
OBVW,15,-9.1,-14.3,-19.5,20.0,0.6,0.0,1.5,2013-12-15
PORTAGE,2427,22.2,20.0,17.8,0.0,2.2,2.2,0.0,2014-09-06
LLYN,680,31.0,26.5,22.0,0.0,0.2,0.2,0.0,2014-07-01
ADAWE BIKE,171,2.0,1.3,0.5,23.0,0.3,0.3,0.0,2017-01-20
ADAWE BIKE,1867,17.0,13.5,10.0,0.0,0.2,0.2,0.0,2016-10-19
ADAWE PED,1812,22.0,16.3,10.5,0.0,0.0,0.0,0.0,2016-08-22
ALEX,2436,24.0,21.0,18.0,0.0,15.0,15.0,0.0,2014-08-21
OBVW,4,-8.0,-14.0,-20.0,22.0,6.4,0.0,6.0,2018-02-07
ALEX,2285,21.0,18.0,15.0,0.0,0.0,0.0,0.0,2013-06-29
LMET,379,1.5,-1.8,-5.0,0.0,0.0,0.0,0.0,2015-04-05
SOMO,163,11.4,6.7,1.9,0.0,0.0,0.0,0.0,2013-05-13
ORPY,0,-7.8,-17.0,-26.1,16.0,0.6,0.0,1.5,2015-02-03
OGLD,70,-8.5,-12.5,-16.5,11.0,0.0,0.0,0.0,2017-03-13
LLYN,73,-9.5,-13.0,-16.4,29.0,0.0,0.0,0.0,2014-01-08
SOMO,312,20.5,17.7,14.9,0.0,5.0,5.0,0.0,2013-05-23
ADAWE PED,2659,24.5,19.8,15.0,0.0,0.0,0.0,0.0,2017-07-03
ADAWE BIKE,389,1.0,0.0,-1.0,4.0,0.0,0.0,0.0,2018-12-17
ORPY,532,7.0,5.8,4.5,0.0,0.0,0.0,0.0,2017-04-17
SOMO,469,10.1,6.6,3.0,0.0,0.0,0.0,0.0,2012-10-24
LLYN,1046,22.7,14.5,6.3,0.0,0.0,0.0,0.0,2012-10-26
OGLD,419,14.2,9.9,5.5,0.0,2.0,2.0,0.0,2014-04-29
OBVW,3,8.5,4.8,1.0,15.0,0.0,0.0,0.0,2017-03-08
OBVW,1,5.8,-1.2,-8.2,31.0,0.0,0.0,0.0,2014-01-06
CRTZ,706,10.8,8.7,6.5,0.0,16.0,16.0,0.0,2014-09-13
COBY,2077,24.0,18.0,11.9,0.0,0.0,0.0,0.0,2012-05-15
CRTZ,2275,27.7,22.5,17.3,0.0,0.0,0.0,0.0,2011-07-19
SOMO,46,3.0,1.5,0.0,21.0,0.4,0.4,0.0,2017-01-21
OGLD,21,3.5,2.5,1.4,0.0,0.0,0.0,0.0,2014-12-28
CRTZ,2565,26.5,21.8,17.0,0.0,0.0,0.0,0.0,2016-09-18
SOMO,327,22.4,16.0,9.5,0.0,5.2,5.2,0.0,2013-04-19
OGLD,31,-11.7,-14.1,-16.5,10.0,0.0,0.0,0.0,2015-01-25
LMET,103,0.3,-0.3,-0.8,0.0,0.0,0.0,0.0,2015-12-27
LLYN,149,4.2,1.9,-0.5,42.0,16.7,16.7,0.0,2014-02-21
PORTAGE,2618,23.1,18.4,13.7,0.0,0.0,0.0,0.0,2014-07-16
COBY,1004,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2018-10-13
OBVW,0,-7.5,-15.0,-22.5,22.0,0.0,0.0,0.0,2017-01-14
PORTAGE,1116,7.8,5.4,3.0,0.0,0.8,0.8,0.0,2013-10-27
COBY,696,18.8,11.1,3.4,0.0,0.0,0.0,0.0,2010-04-01
SOMO,1006,28.7,22.0,15.3,0.0,0.0,0.0,0.0,2015-09-18
ADAWE PED,919,1.2,-3.5,-8.2,0.0,0.0,0.0,0.0,2016-03-20
PORTAGE,1464,19.6,16.3,12.9,0.0,0.5,0.5,0.0,2015-11-06
OGLD,15,-10.3,-12.6,-14.9,25.0,0.0,0.0,0.0,2015-02-09
LMET,2578,28.2,23.6,18.9,0.0,0.0,0.0,0.0,2015-08-15
OYNG,87,15.0,10.5,5.9,0.0,8.8,8.8,0.0,2014-10-06
OBVW,784,12.0,7.5,3.0,0.0,0.0,0.0,0.0,2017-10-26
SOMO,355,23.4,16.6,9.7,0.0,0.0,0.0,0.0,2012-08-20
OBVW,2,2.0,-4.8,-11.5,0.0,1.4,1.4,0.0,2017-02-21
OYNG,693,16.0,15.0,14.0,0.0,3.8,3.8,0.0,2014-10-04
OBVW,1,4.0,2.3,0.5,0.0,25.2,25.2,0.0,2017-04-04
OBVW,1,-6.0,-8.7,-11.4,37.0,1.2,0.0,3.0,2014-02-09
OGLD,72,1.0,-4.3,-9.5,19.0,7.4,2.4,6.0,2018-02-04
COBY,918,23.0,19.1,15.2,0.0,0.6,0.6,0.0,2010-07-23
ORPY,11,-0.4,-2.5,-4.5,0.0,0.3,0.0,0.4,2010-11-27
OGLD,644,31.8,25.3,18.7,0.0,0.0,0.0,0.0,2015-08-17
ALEX,43,-8.3,-10.2,-12.1,1.0,0.0,0.0,0.0,2014-12-07
COBY,25,5.5,-0.1,-5.6,11.0,1.5,1.1,0.4,2016-01-26
ALEX,565,14.0,10.5,7.0,0.0,1.0,1.0,0.0,2014-05-02
ORPY,3,5.0,-0.5,-6.0,0.0,3.6,0.2,3.4,2016-03-22
OBVW,753,23.1,17.9,12.6,0.0,0.0,0.0,0.0,2014-06-19
ALEX,0,-14.3,-17.4,-20.4,14.0,1.5,0.0,3.0,2015-02-02
SOMO,664,24.9,21.3,17.6,0.0,0.5,0.5,0.0,2013-08-26
SOMO,402,17.7,15.2,12.7,0.0,0.2,0.2,0.0,2013-06-17
ORPY,11,18.9,11.4,3.9,0.0,1.0,1.0,0.0,2014-11-24
SOMO,842,23.0,21.3,19.5,0.0,0.0,0.0,0.0,2018-09-06
ADAWE BIKE,341,6.5,3.0,-0.5,2.0,2.0,2.0,0.0,2018-04-04
ORPY,2020,28.2,19.4,10.6,0.0,0.0,0.0,0.0,2011-10-09
LMET,2999,30.0,21.5,13.0,0.0,5.8,5.8,0.0,2018-07-13
ALEX,0,22.6,20.2,17.8,0.0,9.1,9.1,0.0,2010-06-24
SOMO,218,5.0,2.5,0.0,2.0,8.8,8.8,0.0,2016-10-28
LLYN,825,14.3,11.7,9.0,0.0,0.4,0.4,0.0,2014-10-18
SOMO,826,17.0,10.8,4.5,0.0,0.0,0.0,0.0,2018-09-09
COBY,2178,27.0,21.0,15.0,0.0,0.0,0.0,0.0,2017-09-16
LMET,3082,28.5,22.3,16.0,0.0,13.8,13.8,0.0,2016-09-07
ALEX,3,-3.2,-5.8,-8.3,9.0,1.5,0.0,2.0,2010-01-28
COBY,1557,20.5,18.3,16.0,0.0,15.2,15.2,0.0,2017-07-14
ORPY,729,12.0,7.9,3.8,0.0,0.2,0.2,0.0,2011-10-23
PORTAGE,2206,26.1,21.6,17.0,0.0,0.0,0.0,0.0,2014-07-20
ALEX,1489,24.5,18.9,13.2,0.0,0.0,0.0,0.0,2013-08-06
COBY,102,2.0,-4.8,-11.5,0.0,1.4,1.4,0.0,2017-02-21
SOMO,60,-12.0,-12.9,-13.8,10.0,0.0,0.0,0.0,2015-01-16
LMET,2015,25.5,18.8,12.0,0.0,0.0,0.0,0.0,2018-08-23
ORPY,990,22.5,15.2,7.8,0.0,11.3,11.3,0.0,2011-04-27
ORPY,1232,6.1,2.1,-1.9,0.0,0.0,0.0,0.0,2013-10-24
LBAY,17,-0.4,-5.7,-10.9,30.0,5.6,0.0,6.0,2013-02-19
COBY,13,2.4,-4.1,-10.5,35.0,0.0,0.0,0.0,2013-12-28
OGLD,927,24.1,21.3,18.5,0.0,0.0,0.0,0.0,2014-06-25
OBVW,73,5.0,0.0,-5.0,0.0,0.0,0.0,0.0,2018-04-02
SOMO,658,26.0,19.5,13.0,0.0,0.0,0.0,0.0,2018-08-10
ALEX,64,5.0,3.0,1.0,18.0,4.6,2.4,2.0,2017-03-01
OYNG,2,7.3,4.2,1.0,34.0,0.0,0.0,0.0,2014-04-02
SOMO,578,16.8,12.7,8.5,0.0,0.0,0.0,0.0,2014-09-30
CRTZ,1819,22.3,18.0,13.7,0.0,0.0,0.0,0.0,2015-08-27
COBY,0,8.8,3.1,-2.6,38.0,0.0,0.0,0.0,2014-03-31
OYNG,7,-3.0,-9.6,-16.1,7.0,5.1,0.0,6.5,2016-01-12
CRTZ,316,18.5,17.3,16.0,0.0,45.2,45.2,0.0,2016-07-09
COBY,33,0.4,-7.7,-15.7,8.0,0.0,0.0,0.0,2011-02-23
OGLD,647,17.0,9.8,2.5,0.0,1.6,1.6,0.0,2018-10-19
LLYN,37,-5.8,-7.4,-9.0,8.0,1.1,0.0,2.5,2016-02-09
OBVW,0,0.0,-10.0,-20.0,20.0,0.0,0.0,0.0,2016-12-20
LLYN,175,-1.2,-5.1,-9.0,19.0,0.0,0.0,0.0,2014-01-16
ADAWE PED,1723,26.5,19.0,11.5,0.0,0.0,0.0,0.0,2016-07-20
CRTZ,2562,25.6,19.0,12.3,0.0,0.0,0.0,0.0,2015-06-13
ORPY,2350,24.5,19.4,14.3,0.0,1.6,1.6,0.0,2010-08-25
COBY,2406,24.5,15.3,6.0,0.0,0.0,0.0,0.0,2016-05-20
ALEX,1318,17.5,15.0,12.5,0.0,0.0,0.0,0.0,2013-10-14
OGLD,21,-8.0,-10.8,-13.6,36.0,0.0,0.0,0.0,2015-02-25
LMET,824,22.1,19.8,17.5,0.0,11.8,11.8,0.0,2015-09-29
COBY,2443,21.5,17.0,12.5,0.0,0.6,0.6,0.0,2017-06-26
LMET,264,-6.3,-11.0,-15.7,10.0,0.0,0.0,0.0,2016-01-23
SOMO,66,1.2,-3.2,-7.5,38.0,0.0,0.0,0.0,2014-02-23
OBVW,148,11.0,6.5,2.0,0.0,3.2,3.2,0.0,2017-12-05
LMET,3261,31.5,24.8,18.0,0.0,0.0,0.0,0.0,2018-07-21
OYNG,1,-2.7,-9.4,-16.0,36.0,0.0,0.0,0.0,2014-03-18
ORPY,2073,15.5,7.4,-0.7,0.0,0.0,0.0,0.0,2014-09-19
LMET,732,5.6,2.2,-1.3,9.0,0.0,0.0,0.0,2014-04-09
OBVW,799,27.5,20.5,13.5,0.0,0.0,0.0,0.0,2016-07-03
LMET,53,-13.5,-17.3,-21.0,18.0,0.0,0.0,0.0,2017-03-04
LLYN,187,1.2,-3.7,-8.5,25.0,0.0,0.0,0.0,2013-01-16
OYNG,37,-1.1,-6.6,-12.0,35.0,0.0,0.0,0.0,2015-03-07
COBY,1377,24.0,20.8,17.5,0.0,0.0,0.0,0.0,2016-08-14
ORPY,725,11.5,8.8,6.0,0.0,0.0,0.0,0.0,2016-10-09
PORTAGE,945,23.4,19.6,15.7,0.0,0.0,0.0,0.0,2013-10-01
ALEX,494,12.2,2.7,-6.8,0.0,0.8,0.8,0.0,2015-10-19
OBVW,1006,26.0,21.5,17.0,0.0,5.8,5.8,0.0,2017-08-03
LLYN,1257,22.0,14.3,6.5,0.0,0.0,0.0,0.0,2014-09-24
COBY,2978,25.0,15.8,6.5,0.0,0.0,0.0,0.0,2017-06-07
ALEX,1546,26.0,22.8,19.6,0.0,0.0,0.0,0.0,2011-08-25
OYNG,127,6.0,2.8,-0.5,0.0,1.0,1.0,0.0,2016-04-02
CRTZ,186,8.3,5.9,3.5,0.0,0.0,0.0,0.0,2015-12-25
PORTAGE,3052,22.6,20.0,17.4,0.0,0.8,0.8,0.0,2015-06-05
LMET,1208,10.5,3.8,-3.0,0.0,0.0,0.0,0.0,2016-04-14
SOMO,794,25.0,18.0,11.0,0.0,6.8,6.8,0.0,2017-05-28
OGLD,0,0.4,-5.3,-11.0,43.0,0.0,0.0,0.0,2014-02-19
LLYN,1512,29.5,23.5,17.5,0.0,13.8,13.8,0.0,2015-05-30
OBVW,772,20.2,16.2,12.2,0.0,6.4,6.4,0.0,2014-05-23
COBY,1460,24.8,19.8,14.8,0.0,1.2,1.2,0.0,2015-08-04
LMET,1757,20.8,14.8,8.8,0.0,6.8,6.8,0.0,2013-10-13
ORPY,989,9.0,7.0,4.9,0.0,6.5,6.5,0.0,2011-05-03
OBVW,580,22.0,17.3,12.5,0.0,0.0,0.0,0.0,2018-06-25
ORPY,2327,23.5,20.0,16.5,0.0,23.2,23.2,0.0,2017-07-02
LMET,351,17.0,8.8,0.5,0.0,15.8,15.8,0.0,2017-04-15
OGLD,997,15.0,13.8,12.5,0.0,0.0,0.0,0.0,2017-08-31
OYNG,817,20.5,17.2,13.9,0.0,0.0,0.0,0.0,2014-05-27
OBVW,687,23.9,20.6,17.2,0.0,0.0,0.0,0.0,2014-07-27
LLYN,673,17.2,15.6,13.9,0.0,11.6,11.6,0.0,2013-06-11
OGLD,341,7.0,3.3,-0.5,0.0,0.0,0.0,0.0,2018-04-12
ALEX,0,-13.0,-14.5,-16.0,6.0,0.0,0.0,0.0,2011-01-16
LMET,2628,16.6,13.6,10.6,0.0,0.0,0.0,0.0,2015-09-25
OBVW,0,-7.8,-17.0,-26.1,16.0,0.6,0.0,1.5,2015-02-03
LLYN,1479,29.2,23.9,18.6,0.0,0.0,0.0,0.0,2013-07-04
ADAWE PED,851,4.0,2.8,1.5,26.0,0.4,0.2,0.2,2017-01-12
ORPY,4,3.0,0.3,-2.5,0.0,0.0,0.0,0.0,2018-04-01
OYNG,771,19.3,16.0,12.7,0.0,16.7,16.7,0.0,2015-09-13
ORPY,638,12.8,10.1,7.3,0.0,0.0,0.0,0.0,2012-10-21
ORPY,50,4.0,2.4,0.7,0.0,1.6,1.6,0.0,2015-12-22
LLYN,1860,28.0,23.3,18.5,0.0,4.8,4.8,0.0,2016-07-15
LLYN,1769,34.0,28.6,23.1,0.0,0.2,0.2,0.0,2013-07-17
CRTZ,165,4.5,0.8,-3.0,19.0,0.0,0.0,0.0,2017-02-27
ORPY,1419,25.9,20.8,15.7,0.0,1.2,1.2,0.0,2011-05-23
ALEX,1084,23.2,16.3,9.3,0.0,0.0,0.0,0.0,2014-06-16
OBVW,789,16.6,13.6,10.6,0.0,0.0,0.0,0.0,2015-09-25
SOMO,132,4.5,2.0,-0.5,0.0,0.0,0.0,0.0,2017-12-03
SOMO,634,27.5,20.3,13.0,0.0,0.0,0.0,0.0,2018-08-20
ORPY,1487,21.0,16.4,11.8,0.0,4.2,4.2,0.0,2014-08-17
ORPY,0,-1.5,-5.0,-8.5,47.0,0.0,0.0,0.0,2013-03-22
LMET,463,7.2,5.5,3.7,0.0,0.4,0.4,0.0,2012-03-14
OYNG,873,29.1,24.2,19.2,0.0,0.0,0.0,0.0,2015-07-26
LMET,1101,8.5,7.0,5.5,0.0,0.0,0.0,0.0,2017-04-12
CRTZ,124,0.0,-3.0,-6.0,4.0,0.0,0.0,0.0,2016-03-25
