max temp,mean temp,min temp,snow on grnd (cm),total precip (mm),total rain (mm),total snow (cm),total count,year,day 
32.0,23.6,15.2,0.0,0.0,0.0,0.0,2,2,215
-12.0,-16.5,-21.0,27.0,0.0,0.0,0.0,0,7,8
15.0,12.5,10.0,0.0,0.0,0.0,0.0,2,7,271
-5.0,-6.3,-7.5,27.0,18.0,6.0,12.0,0,3,355
25.0,19.2,13.4,0.0,1.4,1.4,0.0,1,0,155
18.0,15.3,12.5,0.0,20.0,20.0,0.0,2,8,155
10.8,9.1,7.3,0.0,0.0,0.0,0.0,1,3,295
3.8,1.4,-1.0,0.0,0.0,0.0,0.0,1,5,342
-9.5,-12.3,-15.0,19.0,0.0,0.0,0.0,1,7,62
19.5,11.8,4.0,0.0,0.0,0.0,0.0,1,0,261
-2.0,-4.1,-6.1,10.0,0.4,0.0,1.0,0,4,346
19.4,17.9,16.3,0.0,1.0,1.0,0.0,1,4,209
2.5,1.3,0.0,9.0,0.0,0.0,0.0,0,8,332
-7.7,-17.1,-26.4,19.0,0.6,0.0,2.0,0,4,24
23.0,18.4,13.7,0.0,4.6,4.6,0.0,1,4,196
1.6,-0.5,-2.6,0.0,1.2,0.0,1.2,1,4,320
2.0,1.3,0.5,23.0,0.3,0.3,0.0,1,7,20
-3.2,-9.0,-14.8,0.0,3.0,0.5,2.5,0,4,336
0.8,-4.4,-9.6,1.0,0.2,0.0,0.2,0,4,343
3.0,1.5,0.0,0.0,0.0,0.0,0.0,1,8,109
-4.3,-12.9,-21.4,10.0,0.8,0.0,1.0,0,6,43
2.5,-0.2,-2.9,0.0,0.3,0.0,0.6,1,1,342
34.0,25.0,16.0,0.0,0.0,0.0,0.0,2,8,190
22.5,13.5,4.5,0.0,7.0,7.0,0.0,2,4,263
-10.0,-17.5,-25.0,8.0,0.0,0.0,0.0,0,5,17
17.0,12.8,8.5,0.0,0.0,0.0,0.0,2,8,251
12.2,9.4,6.5,0.0,0.4,0.4,0.0,1,3,132
8.5,5.3,2.0,0.0,0.0,0.0,0.0,1,8,103
7.5,3.3,-1.0,0.0,3.8,3.8,0.0,1,7,313
25.9,20.2,14.5,0.0,0.0,0.0,0.0,2,5,242
25.5,22.5,19.5,0.0,3.2,3.2,0.0,2,6,180
34.5,25.8,17.0,0.0,0.0,0.0,0.0,1,8,185
-5.5,-8.5,-11.5,5.0,0.0,0.0,0.0,0,8,344
22.3,18.0,13.7,0.0,0.0,0.0,0.0,2,5,239
-1.8,-5.5,-9.1,0.0,3.4,2.0,1.4,0,0,329
28.5,23.9,19.2,0.0,3.8,3.8,0.0,1,3,176
9.0,4.8,0.5,0.0,2.0,2.0,0.0,0,6,303
11.5,7.8,4.0,0.0,0.0,0.0,0.0,1,7,300
23.3,16.6,9.9,0.0,0.0,0.0,0.0,2,3,206
-9.6,-11.6,-13.6,20.0,0.0,0.0,0.0,0,3,37
24.2,17.5,10.7,0.0,0.0,0.0,0.0,2,2,161
21.7,15.1,8.5,0.0,0.0,0.0,0.0,1,4,139
0.2,-8.7,-17.6,17.0,0.0,0.0,0.0,0,1,60
23.8,18.0,12.2,0.0,0.0,0.0,0.0,1,3,211
15.2,10.4,5.5,0.0,0.0,0.0,0.0,2,5,277
8.5,7.0,5.5,0.0,0.0,0.0,0.0,1,7,102
23.0,21.3,19.5,0.0,0.0,0.0,0.0,2,8,249
21.0,16.8,12.5,0.0,2.2,2.2,0.0,2,6,159
3.7,-0.1,-3.8,0.0,4.6,1.6,3.0,1,3,101
0.6,-3.7,-8.0,0.0,0.6,0.0,1.0,1,5,327
29.6,21.4,13.2,0.0,9.3,9.3,0.0,1,2,220
9.3,2.4,-4.5,23.0,0.0,0.0,0.0,0,3,89
6.5,3.8,1.0,2.0,0.0,0.0,0.0,1,8,87
5.7,-2.7,-11.0,34.0,7.5,5.0,2.5,0,3,19
24.5,22.5,20.5,0.0,11.0,11.0,0.0,1,6,234
5.1,3.6,2.0,37.0,0.0,0.0,0.0,0,3,71
-6.3,-7.9,-9.5,20.0,0.6,0.0,3.0,0,2,358
22.6,17.0,11.4,0.0,0.0,0.0,0.0,2,4,198
1.8,-0.4,-2.5,37.0,0.0,0.0,0.0,0,4,74
24.5,20.3,16.0,0.0,0.0,0.0,0.0,2,6,242
0.5,-2.0,-4.5,24.0,0.2,0.2,0.0,1,7,18
-4.9,-12.0,-19.0,24.0,0.6,0.0,0.6,0,6,54
22.4,19.2,16.0,0.0,8.0,8.0,0.0,2,5,159
-1.9,-8.2,-14.4,17.0,0.0,0.0,0.0,0,0,23
-8.0,-12.3,-16.5,22.0,0.8,0.0,1.0,0,8,36
7.6,3.2,-1.3,0.0,0.0,0.0,0.0,1,5,319
-6.5,-7.5,-8.5,13.0,0.0,0.0,0.0,0,7,69
18.0,12.5,7.0,0.0,13.2,13.2,0.0,2,8,263
27.0,21.8,16.5,0.0,0.0,0.0,0.0,2,6,240
5.5,-0.4,-6.2,0.0,1.4,1.4,0.0,0,1,353
28.0,22.3,16.5,0.0,0.0,0.0,0.0,2,7,202
6.0,0.8,-4.5,9.0,0.0,0.0,0.0,0,8,81
22.6,16.4,10.1,0.0,13.5,13.5,0.0,2,5,198
25.5,22.3,19.0,0.0,7.6,7.6,0.0,1,6,225
3.4,1.0,-1.4,0.0,0.0,0.0,0.0,1,5,318
-17.8,-23.5,-29.2,10.0,0.0,0.0,0.0,0,6,45
6.5,3.5,0.5,14.0,0.0,0.0,0.0,1,7,80
17.5,12.8,8.0,0.0,0.4,0.4,0.0,1,6,135
14.5,13.0,11.5,0.0,2.7,2.7,0.0,2,3,158
3.2,-10.0,-23.1,37.0,5.8,2.8,3.0,0,6,50
2.8,-2.3,-7.3,14.0,0.8,0.0,1.0,0,5,91
29.6,20.1,10.5,0.0,1.6,1.6,0.0,1,5,138
26.0,22.0,18.0,0.0,0.0,0.0,0.0,2,7,227
10.5,8.5,6.5,0.0,0.0,0.0,0.0,1,6,123
25.0,22.5,20.0,0.0,1.0,1.0,0.0,1,8,220
23.5,19.3,15.0,0.0,9.0,9.0,0.0,2,6,266
0.5,-0.7,-1.8,0.0,0.0,0.0,0.0,1,2,329
0.0,-7.3,-14.5,20.0,0.0,0.0,0.0,1,7,77
14.0,10.5,7.0,0.0,1.0,1.0,0.0,1,4,122
-12.7,-14.9,-17.0,27.0,1.9,0.0,2.5,0,5,39
23.5,17.3,11.0,0.0,0.0,0.0,0.0,2,8,162
30.0,25.0,20.0,0.0,0.8,0.8,0.0,2,7,138
11.9,5.5,-1.0,6.0,4.0,4.0,0.0,0,2,72
35.5,29.3,23.0,0.0,0.0,0.0,0.0,1,8,183
19.7,16.0,12.3,0.0,0.0,0.0,0.0,1,3,247
-5.5,-7.5,-9.5,3.0,0.0,0.0,0.0,0,6,345
26.0,17.5,9.0,0.0,0.0,0.0,0.0,2,4,152
25.8,21.9,17.9,0.0,0.0,0.0,0.0,2,5,139
30.5,23.0,15.4,0.0,0.0,0.0,0.0,2,1,167
3.5,1.3,-1.0,0.0,4.6,0.6,4.0,1,8,301
25.0,15.8,6.5,0.0,0.0,0.0,0.0,2,7,158
24.5,21.3,18.0,0.0,2.5,2.5,0.0,2,5,262
23.5,17.0,10.5,0.0,0.0,0.0,0.0,2,8,160
31.0,24.5,18.0,0.0,0.0,0.0,0.0,2,3,195
20.5,13.0,5.5,0.0,2.0,2.0,0.0,2,6,286
0.4,-4.9,-10.2,16.0,3.1,0.0,2.5,0,6,8
-10.6,-13.3,-16.0,36.0,0.0,0.0,0.0,0,4,75
2.2,-2.6,-7.3,5.0,0.3,0.0,0.5,0,6,37
24.7,20.1,15.5,0.0,2.0,2.0,0.0,2,5,236
25.8,21.5,17.1,0.0,0.0,0.0,0.0,1,0,147
16.5,10.3,4.0,0.0,0.0,0.0,0.0,1,8,266
-9.5,-13.0,-16.5,4.0,1.0,0.0,2.0,0,7,345
21.2,17.5,13.8,0.0,0.0,0.0,0.0,2,5,136
14.0,9.0,4.0,0.0,0.0,0.0,0.0,1,7,123
-7.3,-12.4,-17.4,27.0,0.0,0.0,0.0,0,4,27
11.1,8.4,5.7,0.0,2.6,2.6,0.0,1,1,290
2.2,-3.0,-8.1,20.0,0.0,0.0,0.0,0,4,15
4.8,1.3,-2.2,3.0,0.0,0.0,0.0,0,1,328
25.5,20.5,15.5,0.0,0.0,0.0,0.0,2,7,225
17.5,12.8,8.0,0.0,2.5,2.5,0.0,2,3,139
6.0,1.5,-3.0,18.0,1.2,1.2,0.0,0,6,98
30.0,24.5,19.0,0.0,0.0,0.0,0.0,2,8,195
7.0,1.0,-5.0,0.0,0.0,0.0,0.0,1,7,319
6.5,3.4,0.3,0.0,0.0,0.0,0.0,1,5,338
12.5,7.0,1.4,0.0,0.0,0.0,0.0,0,1,323
8.5,5.3,2.0,0.0,2.4,2.4,0.0,1,7,95
-14.0,-17.0,-20.0,11.0,0.0,0.0,0.0,0,7,70
24.0,19.3,14.5,0.0,15.0,15.0,0.0,1,7,224
26.2,17.6,8.9,0.0,0.0,0.0,0.0,2,5,149
0.8,-4.7,-10.2,19.0,2.9,0.0,3.0,0,3,353
25.9,21.7,17.4,0.0,1.2,1.2,0.0,1,2,224
21.7,17.6,13.5,0.0,0.0,0.0,0.0,1,2,134
4.5,0.6,-3.3,0.0,0.0,0.0,0.0,1,2,322
25.0,22.5,20.0,0.0,1.0,1.0,0.0,1,8,220
30.4,23.5,16.5,0.0,0.0,0.0,0.0,1,1,218
6.5,3.0,-0.5,8.0,0.0,0.0,0.0,1,8,60
12.8,10.1,7.3,0.0,0.0,0.0,0.0,1,2,295
17.2,15.6,13.9,0.0,11.6,11.6,0.0,2,3,162
3.0,-1.5,-6.0,12.0,4.8,4.8,0.0,0,8,54
26.4,19.4,12.4,0.0,0.0,0.0,0.0,2,1,270
29.6,21.4,13.2,0.0,9.3,9.3,0.0,1,2,220
3.5,1.3,-1.0,10.0,0.0,0.0,0.0,0,8,329
12.0,10.3,8.5,0.0,0.0,0.0,0.0,1,8,293
26.5,18.0,9.5,0.0,0.0,0.0,0.0,2,6,144
30.4,24.7,19.0,0.0,0.8,0.8,0.0,1,1,192
14.5,8.0,1.5,0.0,0.0,0.0,0.0,1,6,110
4.5,-1.0,-6.5,0.0,4.4,4.4,0.0,1,7,334
4.3,2.9,1.4,21.0,0.8,0.0,1.0,0,5,85
-12.0,-14.8,-17.5,32.0,2.2,0.0,3.0,1,7,41
23.4,18.9,14.4,0.0,0.2,0.2,0.0,2,4,195
20.9,16.3,11.6,0.0,0.0,0.0,0.0,1,1,249
22.6,16.4,10.1,0.0,13.5,13.5,0.0,2,5,198
3.5,2.8,2.0,0.0,0.0,0.0,0.0,0,7,97
0.5,-0.5,-1.5,2.0,2.8,0.0,3.0,0,8,65
-14.4,-16.7,-19.0,22.0,0.0,0.0,0.0,0,2,20
-1.5,-8.3,-15.1,29.0,0.0,0.0,0.0,0,4,10
4.4,2.7,1.0,3.0,7.6,7.6,0.0,1,6,75
10.4,4.3,-1.8,0.0,0.0,0.0,0.0,0,0,314
1.0,-4.8,-10.5,10.0,0.8,0.8,0.0,0,2,7
-14.0,-16.0,-17.9,29.0,0.0,0.0,0.0,0,4,7
-5.1,-8.7,-12.2,10.0,0.0,0.0,0.0,0,6,20
-1.0,-2.5,-4.0,5.0,3.0,0.0,3.4,0,6,326
12.0,10.0,8.0,0.0,0.4,0.4,0.0,1,8,284
-4.5,-7.5,-10.5,0.0,0.0,0.0,0.0,1,7,314
22.6,16.4,10.1,0.0,13.5,13.5,0.0,2,5,198
23.5,19.9,16.3,0.0,1.0,1.0,0.0,1,0,123
16.3,13.7,11.1,0.0,0.0,0.0,0.0,2,4,148
13.9,10.4,6.8,0.0,0.0,0.0,0.0,1,2,296
23.5,17.8,12.0,0.0,3.0,3.0,0.0,2,7,179
21.5,16.0,10.5,0.0,0.0,0.0,0.0,2,6,271
26.5,17.3,8.0,0.0,0.0,0.0,0.0,2,6,248
-11.0,-14.5,-18.0,11.0,0.0,0.0,0.0,0,7,71
23.4,17.5,11.5,0.0,0.0,0.0,0.0,1,4,166
-3.0,-6.5,-10.0,23.0,0.0,0.0,0.0,0,7,1
32.5,24.4,16.2,0.0,0.0,0.0,0.0,1,2,238
13.5,5.7,-2.1,0.0,2.0,2.0,0.0,0,3,105
,,,,,,,0,8,44
22.0,14.3,6.5,0.0,0.0,0.0,0.0,1,4,267
10.0,7.5,5.0,0.0,0.0,0.0,0.0,1,7,304
20.0,12.0,4.0,0.0,4.0,4.0,0.0,2,7,245
-10.0,-17.5,-25.0,8.0,0.0,0.0,0.0,0,5,17
30.8,22.5,14.1,0.0,0.0,0.0,0.0,1,2,211
27.5,22.5,17.5,0.0,0.0,0.0,0.0,2,7,196
25.4,18.7,12.0,0.0,0.0,0.0,0.0,2,2,167
2.5,1.3,0.0,0.0,0.0,0.0,0.0,1,8,314
20.4,12.8,5.2,0.0,0.0,0.0,0.0,1,5,264
7.4,2.4,-2.6,15.0,13.3,12.5,2.0,0,0,25
17.0,10.8,4.5,0.0,0.0,0.0,0.0,2,8,252
17.0,14.3,11.5,0.0,2.8,2.8,0.0,2,8,123
29.3,22.4,15.5,0.0,0.0,0.0,0.0,2,5,146
15.5,11.5,7.5,0.0,8.0,8.0,0.0,1,4,123
-5.0,-12.5,-20.0,10.0,11.5,0.0,13.0,0,5,29
6.5,2.9,-0.8,35.0,0.6,0.6,0.0,0,3,12
5.5,-0.1,-5.6,11.0,1.5,1.1,0.4,0,6,26
24.3,19.5,14.6,0.0,0.0,0.0,0.0,1,1,283
7.5,3.3,-1.0,0.0,3.8,3.8,0.0,1,7,313
-3.0,-5.3,-7.5,26.0,0.0,0.0,0.0,0,2,33
-11.3,-14.7,-18.1,8.0,0.0,0.0,0.0,0,1,52
26.5,22.5,18.4,0.0,0.0,0.0,0.0,2,2,175
17.0,9.0,1.0,0.0,0.0,0.0,0.0,1,4,286
5.0,0.8,-3.5,47.0,0.0,0.0,0.0,0,3,67
22.0,16.3,10.5,0.0,8.6,8.6,0.0,1,2,279
16.5,13.5,10.5,0.0,1.2,1.2,0.0,2,7,251
30.4,25.1,19.8,0.0,1.0,1.0,0.0,2,3,199
-5.5,-7.5,-9.5,3.0,0.0,0.0,0.0,0,6,345
-6.5,-11.0,-15.5,23.0,0.0,0.0,0.0,0,8,3
20.0,16.3,12.5,0.0,0.0,0.0,0.0,2,6,246
6.5,3.3,0.0,0.0,0.0,0.0,0.0,1,6,299
31.5,22.8,14.0,0.0,0.0,0.0,0.0,2,6,203
-8.5,-12.5,-16.5,11.0,0.0,0.0,0.0,0,7,72
14.0,12.8,11.5,0.0,1.0,1.0,0.0,1,6,113
14.5,11.5,8.5,0.0,0.4,0.4,0.0,1,2,280
-3.0,-8.8,-14.5,22.0,1.2,0.0,2.0,0,7,35
10.8,9.1,7.3,0.0,0.0,0.0,0.0,1,3,295
30.4,24.7,19.0,0.0,0.8,0.8,0.0,1,1,192
-7.6,-9.6,-11.5,6.0,0.5,0.0,1.0,0,0,350
-6.0,-12.8,-19.5,28.0,0.0,0.0,0.0,0,8,39
14.3,11.7,9.0,0.0,0.4,0.4,0.0,1,4,291
25.5,19.0,12.5,0.0,0.8,0.8,0.0,2,6,147
7.7,5.8,3.8,0.0,2.4,2.4,0.0,1,2,115
28.0,20.0,12.0,0.0,0.0,0.0,0.0,2,7,265
-6.0,-10.5,-15.0,13.0,0.0,0.0,0.0,1,7,81
11.2,8.0,4.8,0.0,4.2,4.2,0.0,0,1,103
,,,,,,,2,8,256
2.5,-1.8,-6.0,0.0,0.0,0.0,0.0,1,8,99
12.5,4.8,-3.0,0.0,8.0,8.0,0.0,0,6,87
-1.0,-5.5,-10.0,32.0,0.0,0.0,0.0,1,7,39
22.0,12.5,3.0,0.0,0.0,0.0,0.0,2,8,133
1.3,-1.1,-3.5,23.0,0.4,0.0,0.4,0,2,41
6.5,4.8,3.0,0.0,0.6,0.6,0.0,1,7,127
8.0,6.0,4.0,0.0,0.0,0.0,0.0,1,7,289
15.0,11.0,7.0,0.0,3.4,3.4,0.0,1,6,109
-0.5,-1.8,-3.0,20.0,0.0,0.0,0.0,1,7,23
15.7,13.4,11.0,0.0,2.4,2.4,0.0,1,4,226
18.5,14.8,11.0,0.0,2.2,2.2,0.0,1,8,157
3.3,1.7,0.1,6.0,0.0,0.0,0.0,0,3,95
1.0,-2.5,-6.0,7.0,0.0,0.0,0.0,0,8,69
35.2,28.1,21.0,0.0,0.0,0.0,0.0,1,0,146
0.0,-7.3,-14.5,20.0,0.0,0.0,0.0,1,7,77
25.7,22.4,19.0,0.0,3.3,3.3,0.0,2,3,209
22.0,17.0,12.0,0.0,0.0,0.0,0.0,2,7,219
7.8,5.9,4.0,0.0,1.6,1.6,0.0,1,4,294
28.0,20.0,12.0,0.0,0.0,0.0,0.0,1,8,171
2.5,-1.6,-5.7,14.0,0.0,0.0,0.0,0,5,90
25.5,16.8,8.0,0.0,0.0,0.0,0.0,2,8,173
15.0,7.5,0.0,0.0,0.0,0.0,0.0,1,7,104
10.8,9.3,7.8,0.0,2.0,2.0,0.0,1,5,315
7.4,3.3,-0.9,0.0,0.0,0.0,0.0,0,3,318
32.5,26.3,20.0,0.0,0.0,0.0,0.0,1,8,184
7.3,5.5,3.6,0.0,1.8,1.8,0.0,1,4,310
-5.5,-9.0,-12.5,22.0,0.0,0.0,0.0,0,7,15
-6.7,-9.0,-11.3,34.0,0.0,0.0,0.0,0,3,73
-2.7,-5.9,-9.0,6.0,0.0,0.0,0.0,0,6,36
11.5,7.8,4.0,0.0,0.0,0.0,0.0,1,7,300
4.3,2.7,1.0,22.0,3.0,3.0,0.0,0,2,47
3.5,2.8,2.0,0.0,0.0,0.0,0.0,0,7,97
-3.7,-5.5,-7.3,0.0,0.0,0.0,0.0,1,4,332
23.0,19.7,16.4,0.0,1.4,1.4,0.0,2,5,148
2.9,1.4,-0.1,0.0,0.4,0.0,0.4,0,1,350
25.5,19.0,12.5,0.0,0.0,0.0,0.0,2,4,173
-0.9,-9.9,-18.8,24.0,0.0,0.0,0.0,0,2,39
-8.9,-15.7,-22.5,10.0,0.0,0.0,0.0,0,5,21
19.2,13.3,7.3,0.0,0.0,0.0,0.0,2,3,269
-3.1,-11.1,-19.0,32.0,0.0,0.0,0.0,0,5,60
-1.5,-8.3,-15.1,29.0,0.0,0.0,0.0,0,4,10
7.0,3.3,-0.5,0.0,0.0,0.0,0.0,1,8,102
12.0,7.4,2.7,0.0,0.0,0.0,0.0,1,4,101
-1.0,-5.5,-10.0,32.0,0.0,0.0,0.0,1,7,39
11.1,8.4,5.7,0.0,2.6,2.6,0.0,1,1,290
0.3,-4.4,-9.0,5.0,6.0,4.0,2.0,0,6,33
23.8,18.0,12.2,0.0,0.0,0.0,0.0,1,3,211
22.6,20.0,17.4,0.0,0.8,0.8,0.0,2,5,156
11.0,7.0,3.0,0.0,7.4,7.4,0.0,1,8,119
-1.2,-3.7,-6.2,0.0,0.0,0.0,0.0,0,5,334
21.6,13.8,5.9,0.0,0.0,0.0,0.0,1,5,119
24.5,16.8,9.0,0.0,0.8,0.8,0.0,2,7,242
15.0,12.7,10.4,0.0,0.0,0.0,0.0,1,5,273
27.9,22.9,17.8,0.0,0.0,0.0,0.0,2,3,184
19.0,11.0,3.0,0.0,0.0,0.0,0.0,2,5,269
11.3,8.5,5.7,0.0,0.0,0.0,0.0,2,5,142
28.4,21.7,15.0,0.0,0.0,0.0,0.0,1,1,183
13.4,8.0,2.5,0.0,0.0,0.0,0.0,1,3,117
0.5,-2.0,-4.5,24.0,0.2,0.2,0.0,1,7,18
26.0,19.8,13.6,0.0,0.0,0.0,0.0,2,4,206
12.5,4.8,-3.0,0.0,8.0,8.0,0.0,0,6,87
27.0,19.0,11.0,0.0,0.0,0.0,0.0,2,8,192
23.0,19.5,16.0,0.0,11.2,11.2,0.0,1,3,245
24.5,20.8,17.0,0.0,10.4,10.4,0.0,2,8,203
10.0,5.0,0.0,0.0,0.0,0.0,0.0,1,3,319
7.5,5.5,3.5,0.0,0.0,0.0,0.0,1,6,298
26.5,20.5,14.5,0.0,6.6,6.6,0.0,2,6,156
10.0,6.5,3.0,0.0,15.2,15.2,0.0,1,7,109
-6.9,-9.4,-11.9,7.0,0.0,0.0,0.0,0,4,355
26.5,20.4,14.2,0.0,0.0,0.0,0.0,2,5,213
12.9,5.5,-2.0,0.0,12.9,12.9,0.0,1,5,297
4.0,2.4,0.7,0.0,1.6,1.6,0.0,0,5,356
-8.6,-11.8,-15.0,24.0,0.0,0.0,0.0,0,6,57
,,,,,,,0,8,48
8.0,5.3,2.5,0.0,3.0,3.0,0.0,1,7,320
18.5,14.5,10.5,0.0,0.0,0.0,0.0,2,6,274
10.2,7.8,5.3,0.0,0.5,0.5,0.0,1,3,322
23.7,16.5,9.2,0.0,3.8,3.8,0.0,2,4,276
7.6,3.2,-1.3,0.0,0.0,0.0,0.0,1,5,319
2.7,1.9,1.0,18.0,0.0,0.0,0.0,0,0,16
1.1,-2.6,-6.2,17.0,11.4,0.0,11.4,0,2,55
25.5,22.5,19.5,0.0,3.2,3.2,0.0,2,6,180
-8.5,-18.3,-28.0,6.0,3.2,0.0,5.0,0,5,8
23.5,17.8,12.0,0.0,3.0,3.0,0.0,2,7,179
10.6,8.5,6.3,0.0,0.2,0.2,0.0,1,2,122
10.6,8.0,5.3,0.0,4.9,4.9,0.0,1,2,306
14.5,11.5,8.5,0.0,0.4,0.4,0.0,1,2,280
12.0,7.4,2.7,0.0,0.0,0.0,0.0,1,4,101
26.4,22.0,17.5,0.0,4.4,4.4,0.0,2,4,194
19.6,11.1,2.6,0.0,0.0,0.0,0.0,1,1,261
26.2,22.6,19.0,0.0,7.6,7.6,0.0,1,2,170
4.0,1.8,-0.5,0.0,0.0,0.0,0.0,2,8,294
6.5,4.8,3.0,0.0,0.6,0.6,0.0,1,7,127
9.8,8.1,6.4,0.0,0.0,0.0,0.0,1,5,287
-1.0,-3.5,-6.0,12.0,0.0,0.0,0.0,0,8,53
4.5,1.8,-1.0,19.0,0.4,0.0,0.4,0,1,71
16.5,8.0,-0.5,0.0,0.0,0.0,0.0,2,6,313
21.7,17.4,13.1,0.0,0.0,0.0,0.0,1,5,237
14.5,9.0,3.5,0.0,8.4,8.4,0.0,1,6,91
5.5,0.0,-5.5,7.0,0.0,0.0,0.0,1,7,89
2.5,-0.2,-2.9,0.0,0.3,0.0,0.6,1,1,342
29.0,24.1,19.2,0.0,34.2,34.2,0.0,2,4,248
26.5,19.3,12.0,0.0,4.0,4.0,0.0,2,6,206
27.5,21.5,15.5,0.0,2.2,2.2,0.0,2,8,210
-7.4,-12.9,-18.3,24.0,0.0,0.0,0.0,0,6,53
-3.2,-9.0,-14.8,0.0,3.0,0.5,2.5,0,4,336
30.3,20.4,10.5,0.0,0.2,0.2,0.0,1,2,180
26.5,19.0,11.5,0.0,0.0,0.0,0.0,2,6,202
0.0,-6.8,-13.5,23.0,2.6,1.6,1.0,0,7,2
14.9,9.2,3.5,0.0,0.0,0.0,0.0,0,5,307
-13.0,-14.5,-16.0,21.0,0.0,0.0,0.0,0,7,360
25.0,20.8,16.5,0.0,0.0,0.0,0.0,2,6,181
-3.7,-10.1,-16.4,36.0,0.0,0.0,0.0,0,4,34
-6.8,-7.9,-8.9,0.0,1.7,0.0,4.0,0,0,347
18.5,10.0,1.5,0.0,0.0,0.0,0.0,2,6,131
-2.4,-6.2,-10.0,11.0,3.8,0.0,4.0,0,1,28
25.0,16.8,8.5,0.0,0.0,0.0,0.0,2,3,124
15.7,8.4,1.0,0.0,43.6,43.6,0.0,0,1,100
-7.8,-17.0,-26.1,16.0,0.6,0.0,1.5,0,5,34
15.0,10.0,5.0,0.0,0.0,0.0,0.0,2,6,125
25.5,21.8,18.0,0.0,1.2,1.2,0.0,2,8,227
23.5,16.8,10.0,0.0,0.0,0.0,0.0,1,2,166
-7.6,-12.7,-17.8,10.0,0.0,0.0,0.0,0,5,28
27.5,21.5,15.5,0.0,0.0,0.0,0.0,2,7,262
3.3,1.0,-1.4,0.0,0.0,0.0,0.0,1,4,317
18.5,14.0,9.5,0.0,1.0,1.0,0.0,1,7,155
34.0,25.0,16.0,0.0,0.0,0.0,0.0,2,8,190
3.0,-4.8,-12.5,12.0,5.6,0.0,7.0,1,7,82
15.1,12.7,10.3,0.0,1.8,1.8,0.0,1,3,119
22.5,16.3,10.0,0.0,23.6,23.6,0.0,1,7,247
23.5,18.9,14.2,0.0,0.0,0.0,0.0,2,4,130
-1.7,-5.9,-10.0,15.0,1.0,0.0,0.8,0,3,335
25.1,20.3,15.5,0.0,0.0,0.0,0.0,2,2,245
21.5,13.8,6.0,0.0,1.4,1.4,0.0,1,2,292
-7.3,-10.0,-12.6,36.0,0.4,0.0,0.4,0,6,62
27.5,23.6,19.6,0.0,0.0,0.0,0.0,2,1,220
23.1,19.1,15.0,0.0,0.0,0.0,0.0,2,5,203
-2.0,-5.8,-9.6,2.0,0.0,0.0,0.0,0,4,325
28.0,23.3,18.5,0.0,4.8,4.8,0.0,2,6,197
18.5,14.5,10.5,0.0,0.0,0.0,0.0,2,6,274
1.2,-3.7,-8.5,25.0,0.0,0.0,0.0,0,3,16
14.0,6.9,-0.2,0.0,0.0,0.0,0.0,0,2,77
19.8,18.2,16.5,0.0,10.0,10.0,0.0,2,4,289
1.5,0.5,-0.5,5.0,0.0,0.0,0.0,0,3,340
12.2,4.3,-3.6,0.0,0.0,0.0,0.0,1,5,300
0.0,-3.5,-7.0,24.0,1.2,0.0,1.2,0,7,36
27.5,20.5,13.5,0.0,0.0,0.0,0.0,2,7,159
29.5,20.8,12.0,0.0,0.0,0.0,0.0,2,3,194
14.2,9.9,5.5,0.0,2.0,2.0,0.0,1,4,119
-7.0,-15.7,-24.3,32.0,0.0,0.0,0.0,0,5,58
-9.9,-15.1,-20.3,28.0,0.0,0.0,0.0,0,3,27
26.0,22.0,18.0,0.0,0.0,0.0,0.0,2,7,198
0.5,-2.0,-4.5,24.0,0.2,0.2,0.0,1,7,18
23.0,19.0,15.0,0.0,0.0,0.0,0.0,2,7,160
24.0,18.0,11.9,0.0,0.0,0.0,0.0,1,2,136
14.0,9.0,4.0,0.0,0.0,0.0,0.0,1,6,319
30.5,22.0,13.5,0.0,0.0,0.0,0.0,2,8,189
17.0,9.8,2.5,0.0,1.6,1.6,0.0,1,8,292
3.2,1.9,0.5,0.0,3.0,3.0,0.0,1,5,347
11.5,5.0,-1.5,0.0,0.0,0.0,0.0,1,5,115
22.0,17.8,13.5,0.0,4.7,4.7,0.0,2,3,140
0.4,-4.0,-8.3,10.0,0.0,0.0,0.0,0,2,70
4.0,-5.3,-14.5,20.0,0.0,0.0,0.0,1,7,16
12.9,9.7,6.5,0.0,15.8,15.8,0.0,0,0,259
24.7,18.9,13.0,0.0,5.0,5.0,0.0,2,4,207
21.7,18.7,15.6,0.0,0.2,0.2,0.0,1,2,278
19.6,11.1,2.6,0.0,0.0,0.0,0.0,1,1,261
2.5,0.8,-1.0,0.0,0.0,0.0,0.0,1,7,318
4.5,0.6,-3.3,0.0,0.0,0.0,0.0,1,2,322
23.6,18.2,12.7,0.0,5.2,5.2,0.0,2,4,253
30.5,23.3,16.0,0.0,0.0,0.0,0.0,2,5,249
23.0,18.8,14.5,0.0,0.0,0.0,0.0,1,1,181
5.0,0.8,-3.5,47.0,0.0,0.0,0.0,0,3,67
26.3,19.3,12.3,0.0,0.0,0.0,0.0,2,4,199
-19.2,-21.1,-23.0,30.0,0.0,0.0,0.0,0,4,1
22.0,19.8,17.5,0.0,9.2,9.2,0.0,2,6,190
23.0,19.0,15.0,0.0,0.2,0.2,0.0,2,4,254
2.0,-4.8,-11.5,0.0,1.4,1.4,0.0,1,7,52
